Argument ID	Conclusion	Stance	Premise	Achievement	Power: dominance	Power: resources
A09036	We should ban factory farming	against	['factory', 'farming', 'helps', 'to', 'produce', 'meat', 'at', 'a', 'lower', 'cost', 'thus', 'enabling', 'those', 'on', 'a', 'lower', 'income', 'to', 'be', 'able', 'to', 'purchase', 'meats']	0	0	1
A09079	We should abolish intellectual property rights	against	['a', 'person', 'uses', 'his', 'imagination', 'and', 'hard', 'work', 'to', 'write', 'as', 'book', 'or', 'music', 'they', 'should', 'be', 'able', 'to', 'benefit', 'from', 'their', 'work', 'it', 'should', 'not', 'be', 'in', 'the', 'public', 'domain']	1	1	1
A12036	We should ban algorithmic trading	against	['ai', 'is', 'the', 'future', 'and', 'algorithmic', 'trading', 'is', 'simply', 'a', 'form', 'of', 'ai', 'that', 'makes', 'the', 'most', 'of', 'trading', 'opportunities', 'which', 'will', 'be', 'the', 'norm', 'in', 'the', 'not', 'to', 'distant', 'future']	1	0	1
A12046	We should ban factory farming	against	['factory', 'farming', 'is', 'efficient', 'and', 'lowers', 'food', 'production', 'costs']	0	0	1
A12049	We should limit executive compensation	against	['we', 'should', 'not', 'limit', 'executive', 'compensation', 'because', 'it', 'is', 'their', 'company', 'that', 'they', 'started', 'they', 'have', 'a', 'right', 'to', 'the', 'profits']	1	1	1
A12060	We should end mandatory retirement	against	['a', 'mandatory', 'retirement', 'age', 'helps', 'employers', 'regularly', 'refresh', 'the', 'workforce', 'with', 'fresh', 'talent']	1	0	1
A12075	We should end mandatory retirement	against	['mandatory', 'retirement', 'is', 'needed', 'to', 'keep', 'businesses', 'new', 'and', 'fresh', 'with', 'innovation', 'from', 'the', 'younger', 'generation']	1	0	1
A12077	We should subsidize student loans	against	['there', 'are', 'other', 'ways', 'to', 'channel', 'student', 'aid', 'that', 'is', 'not', 'subsidizing', 'loans']	1	0	1
A12094	We should ban algorithmic trading	against	['algorithmic', 'trading', 'allows', 'for', 'greater', 'numbers', 'of', 'trades', 'to', 'happen', 'getting', 'more', 'people', 'involved', 'in', 'the', 'economy']	1	0	1
A12111	We should ban algorithmic trading	against	['algorithmic', 'trading', 'is', 'cost', 'effective', 'because', 'it', 'is', 'timely', 'and', 'accurate']	1	0	1
A12131	We should ban factory farming	against	['factory', 'farming', 'reduces', 'the', 'cost', 'of', 'food']	0	0	1
A12163	We should ban factory farming	against	['factory', 'farming', 'has', 'allowed', 'the', 'prices', 'of', 'food', 'to', 'drop', 'drastically']	0	0	1
A12166	We should ban algorithmic trading	against	['algorithmic', 'trading', 'is', 'faster', 'and', 'more', 'accurate', 'than', 'human', 'guesswork', 'and', 'so', 'provides', 'greater', 'value', 'to', 'shareholders']	1	0	1
A12191	We should end the use of economic sanctions	against	['economic', 'sanctions', 'make', 'items', 'made', 'in', 'foreign', 'countries', 'and', 'shipped', 'here', 'more', 'affordable', 'for', 'struggling', 'americans']	0	0	1
A12229	We should subsidize embryonic stem cell research	against	['i', 'dont', 'think', 'tax', 'dollars', 'should', 'be', 'going', 'towards', 'researching', 'embryonic', 'stem', 'cells', 'there', 'is', 'much', 'better', 'usage', 'for', 'our', 'money', 'than', 'that', 'we', 'do', 'not', 'need', 'to', 'subsidize', 'this']	0	0	1
A12238	We should ban algorithmic trading	against	['programmes', 'will', 'always', 'evolve', 'to', 'make', 'better', 'use', 'of', 'trading', 'practices', 'so', 'holding', 'people', 'back', 'from', 'using', 'algorithmic', 'trading', 'will', 'only', 'serve', 'to', 'slow', 'down', 'progress']	1	0	1
A12332	We should limit executive compensation	against	['an', 'executive', 'has', 'worked', 'hard', 'to', 'get', 'to', 'that', 'position', 'through', 'study', 'and', 'prior', 'work', 'experience', 'they', 'should', 'be', 'compensated', 'for', 'their', 'value', 'to', 'the', 'company']	1	1	1
A12334	We should adopt an austerity regime	against	['austerity', 'regimes', 'hurt', 'the', 'common', 'man', 'by', 'reducing', 'support', 'for', 'schools', 'and', 'health', 'care']	1	1	1
A12361	We should subsidize student loans	against	['tax', 'payers', 'shouldnt', 'have', 'to', 'pay', 'for', 'other', 'people', 'to', 'have', 'an', 'education', 'when', 'they', 'dint', 'get', 'the', 'same', 'chances']	0	0	1
A12365	We should subsidize journalism	against	['we', 'should', 'not', 'subsidize', 'journalism', 'because', 'it', 'is', 'a', 'poor', 'use', 'of', 'public', 'money', 'when', 'things', 'like', 'healthcare', 'and', 'education', 'are', 'short', 'of', 'funding']	0	0	1
A12392	We should end the use of economic sanctions	against	['economic', 'sanctions', 'can', 'help', 'control', 'financial', 'situations']	1	1	1
A12393	We should adopt libertarianism	against	['libertarianism', 'would', 'be', 'a', 'huge', 'mistake', 'especially', 'for', 'the', 'poor', 'in', 'our', 'nation']	0	0	1
A12412	We should subsidize space exploration	against	['there', 'is', 'nothing', 'that', 'can', 'come', 'from', 'space', 'research', 'that', 'will', 'help', 'the', 'country', 'so', 'why', 'waste', 'so', 'much', 'money']	0	0	1
A12417	We should ban algorithmic trading	against	['algirithmic', 'trading', 'reduces', 'the', 'possibilty', 'of', 'error', 'and', 'just', 'furthers', 'profit', 'for', 'finance', 'companies']	1	0	1
A12437	We should abolish intellectual property rights	against	['if', 'an', 'individual', 'has', 'created', 'any', 'property', 'it', 'is', 'his', 'to', 'determine', 'its', 'use']	1	0	1
A12453	We should ban the use of child actors	against	['child', 'actors', 'are', 'necessary', 'and', 'children', 'can', 'learn', 'how', 'to', 'work', 'even', 'from', 'an', 'early', 'age']	1	0	1
A12454	We should limit executive compensation	against	['companies', 'should', 'be', 'able', 'to', 'pay', 'as', 'much', 'as', 'they', 'like', 'as', 'long', 'as', 'its', 'above', 'minimum', 'wahe']	0	0	1
A13012	We should ban algorithmic trading	against	['algorithmic', 'trading', 'allows', 'for', 'more', 'timely', 'accurate', 'and', 'efficient', 'trading']	0	0	1
A18019	We should end mandatory retirement	against	['mandatory', 'retirement', 'leaves', 'openings', 'in', 'the', 'job', 'force', 'for', 'those', 'that', 'are', 'stronger', 'and', 'more', 'capable', 'of', 'doing', 'the', 'jobs']	1	0	1
A18165	We should ban algorithmic trading	against	['Algorithmic', 'trading', 'can', 'operate', '24', 'hours', 'a', 'day', 'While', 'you', 'sleep', 'your', 'algorithms', 'are', 'making', 'you', 'money']	1	0	1
A18238	We should subsidize space exploration	against	['space', 'exploration', 'is', 'a', 'waste', 'of', 'taxpayers', 'money', 'and', 'should', 'be', 'funded', 'by', 'private', 'enterprises']	0	0	1
A18297	We should adopt an austerity regime	against	['absolutely', 'not', 'the', 'great', 'president', 'donald', 'trump', 'is', 'turning', 'the', 'country', 'around', 'and', 'saving', 'us', 'from', 'the', 'financial', 'disaster', 'that', 'the', 'last', 'eight', 'years', 'were', 'leading', 'the', 'united', 'states', 'towards']	1	1	1
A18318	We should adopt an austerity regime	against	['We', 'should', 'not', 'adopt', 'an', 'austerity', 'regime', 'because', 'this', 'move', 'hurt', 'people', 'that', 'are', 'living', 'on', 'their', 'pensions', 'and', 'people', 'pay', 'more', 'taxes', 'and', 'this', 'hurt', 'a', 'lot', 'of', 'people']	1	0	1
A18324	We should legalize organ trade	against	['people', 'would', 'sell', 'organs', 'because', 'to', 'them', 'money', 'is', 'more', 'important', 'than', 'health', 'putting', 'them', 'at', 'risk']	0	0	1
A18356	We should ban telemarketing	against	['we', 'live', 'in', 'a', 'capitalist', 'country', 'and', 'telemarketing', 'is', 'how', 'many', 'businesses', 'grow', 'and', 'develop']	1	0	1
A18363	We should subsidize student loans	against	['it', 'isnt', 'the', 'obligation', 'of', 'any', 'tax', 'payer', 'to', 'give', 'money', 'to', 'help', 'someone', 'else', 'get', 'an', 'education', 'that', 'is', 'a', 'personal', 'choice', 'and', 'if', 'they', 'want', 'to', 'go', 'to', 'college', 'they', 'need', 'to', 'pay', 'for', 'it', 'on', 'their', 'own']	1	0	1
A18391	We should subsidize Wikipedia	against	['wikipedia', 'is', 'a', 'private', 'entity', 'and', 'is', 'responsible', 'for', 'its', 'own', 'operating', 'costs']	1	0	1
A18393	We should subsidize journalism	against	['journalists', 'get', 'paid', 'enough', 'they', 'dont', 'need', 'any', 'more', 'money']	1	0	1
A18395	We should limit executive compensation	against	['if', 'someone', 'has', 'worked', 'hard', 'to', 'get', 'where', 'they', 'are', 'in', 'a', 'company', 'then', 'they', 'should', 'be', 'rewarded', 'accordingly']	1	1	1
A18418	We should abolish capital punishment	against	['Abolishing', 'death', 'penalty', 'means', 'abandoning', 'the', 'poor', '-who', 'suffer', 'the', 'most', 'from', 'high', 'crime', 'rates', '-', 'only', 'so', 'that', 'the', 'elites', 'could', 'feel', 'good', 'about', 'themselves']	0	0	1
A18422	We should abolish the Olympic Games	against	['they', 'increase', 'tourist', 'activities', 'and', 'are', 'a', 'boost', 'to', 'the', 'local', 'economy']	1	0	1
A18441	We should subsidize space exploration	against	['we', 'have', 'too', 'many', 'problems', 'here', 'on', 'our', 'own', 'planet', 'to', 'worry', 'about', 'putting', 'money', 'into', 'searching', 'space']	0	0	1
A18467	We should end mandatory retirement	against	['if', 'retirees', 'continue', 'to', 'work', 'past', 'retirement', 'age', 'there', 'will', 'never', 'be', 'a', 'natural', 'progression', 'through', 'the', 'workplace', 'for', 'the', 'younger', 'generation']	1	0	1
A18481	We should ban telemarketing	against	['Telemarketing', 'involves', 'lower', 'overhead', 'costs', 'and', 'thus', 'saves', 'companies', 'money']	1	0	1
A18485	We should abolish capital punishment	against	['it', 'is', 'the', 'most', 'effective', 'deterrent', 'to', 'the', 'worst', 'crimes', 'it', 'is', 'a', 'waste', 'of', 'hard', 'working', 'peoples', 'money', 'to', 'pay', 'for', 'someone', 'that', 'committed', 'atrocious', 'crimes', 'to', 'stay', 'in', 'a', 'prison', 'for', 'the', 'rest', 'of', 'their', 'lives']	0	0	1
A18492	We should ban whaling	against	['many', 'peoples', 'make', 'there', 'livelihoods', 'on', 'whaling']	0	0	1
A19013	We should adopt gender-neutral language	against	['adopting', 'gender', 'neutral', 'language', 'would', 'be', 'expensive', 'and', 'a', 'waste', 'of', 'resources', 'which', 'could', 'be', 'better', 'used', 'elsewhere']	1	0	1
A19033	We should adopt an austerity regime	against	['austerity', 'regimes', 'tend', 'to', 'increase', 'unemployment', 'as', 'government', 'reduction', 'of', 'spending', 'of', 'leads', 'to', 'retrenchment', 'of', 'worker']	1	0	1
A19054	We should ban cosmetic surgery	against	['we', 'should', 'not', 'ban', 'cosmetic', 'surgery', 'people', 'some', 'people', 'dont', 'like', 'how', 'they', 'look', 'and', 'its', 'their', 'money', 'if', 'they', 'want', 'to', 'change', 'that']	0	1	1
A19060	We should ban fast food	against	['fast', 'food', 'is', 'no', 'more', 'unhealthy', 'than', 'some', 'gourmet', 'food', 'its', 'just', 'cheaper', 'and', 'made', 'with', 'less', 'costly', 'ingredients', 'fast', 'food', 'is', 'not', 'the', 'issue', 'lack', 'of', 'control', 'in', 'eating', 'it', 'is', 'the', 'reason', 'people', 'are', 'fat']	0	0	1
A19076	We should subsidize embryonic stem cell research	against	['like', 'many', 'other', 'advances', 'in', 'science', 'the', 'government', 'should', 'not', 'have', 'to', 'subsidize', 'the', 'research', 'if', 'the', 'benefits', 'are', 'there', 'the', 'private', 'sector', 'will', 'find', 'a', 'way', 'to', 'get', 'results']	0	0	1
A19091	We should ban algorithmic trading	against	['trading', 'using', 'an', 'algorithm', 'is', 'more', 'accurate', 'quicker', 'and', 'easier']	1	0	1
A19097	We should ban algorithmic trading	against	['algorithmic', 'trading', 'merely', 'enables', 'better', 'decisions', 'in', 'investments', 'utilising', 'technology', 'and', 'intelligence']	1	0	1
A19101	We should ban telemarketing	against	['telemarketing', 'allows', 'small', 'businesses', 'to', 'save', 'money', 'by', 'reducing', 'overhead', 'costs']	1	0	1
A19105	We should ban algorithmic trading	against	['algorithmic', 'trading', 'enables', 'a', 'more', 'level', 'playing', 'field', 'in', 'the', 'trading', 'of', 'shares']	1	0	1
A19139	We should ban the use of child actors	against	['to', 'tell', 'a', 'story', 'in', 'theater', 'or', 'movies', 'we', 'need', 'children', 'actors', 'without', 'them', 'stories', 'could', 'only', 'be', 'about', 'adults', 'stories', 'that', 'have', 'entertained', 'us', 'from', 'lassie', 'to', 'mary', 'poppins', 'would', 'not', 'exist']	0	0	1
A19143	We should abolish intellectual property rights	against	['we', 'should', 'not', 'abolish', 'intellectual', 'property', 'rights', 'because', 'people', 'should', 'get', 'credit', 'for', 'their', 'work']	1	0	1
A19150	We should end mandatory retirement	against	['if', 'we', 'end', 'mandatory', 'retirement', 'many', 'older', 'workers', 'that', 'want', 'to', 'retire', 'after', 'many', 'years', 'of', 'service', 'may', 'be', 'denied', 'that', 'right']	0	0	1
A19152	We should subsidize student loans	against	['there', 'are', 'more', 'important', 'ways', 'we', 'should', 'be', 'using', 'public', 'money', 'such', 'as', 'housing', 'and', 'healthcare']	0	0	1
A19159	We should ban factory farming	against	['we', 'should', 'not', 'ban', 'factory', 'farming', 'because', 'it', 'helps', 'to', 'supply', 'the', 'growing', 'demand', 'for', 'food']	0	0	1
A19164	We should subsidize journalism	against	['good', 'journalists', 'already', 'make', 'enough', 'money', 'to', 'survive', 'and', 'their', 'companies', 'dont', 'need', 'to', 'get', 'more', 'money', 'from', 'the', 'government']	1	1	1
A19165	We should ban telemarketing	against	['telemarketing', 'is', 'a', 'perfectly', 'valid', 'marketing', 'approach', 'and', 'is', 'a', 'primary', 'driver', 'of', 'economic', 'activity']	1	0	1
A19248	We should limit executive compensation	against	['in', 'a', 'competitive', 'market', 'companies', 'have', 'to', 'attract', 'the', 'best', 'talent']	1	1	1
A19271	We should ban telemarketing	against	['we', 'shouldnt', 'ban', 'telemarketing', 'because', 'it', 'is', 'a', 'useful', 'way', 'to', 'make', 'sales', 'and', 'it', 'isnt', 'overly', 'abusive', 'to', 'people']	1	1	1
A19286	We should subsidize student loans	against	['we', 'should', 'not', 'subsidize', 'student', 'loans', 'because', 'students', 'should', 'have', 'worked', 'to', 'pay', 'for', 'college', 'instead', 'of', 'going', 'into', 'debt']	1	0	1
A19291	We should ban algorithmic trading	against	['if', 'the', 'technology', 'exists', 'then', 'it', 'should', 'be', 'okay', 'to', 'use', 'it']	1	0	1
A19307	We should adopt gender-neutral language	against	['it', 'would', 'be', 'expensive', 'to', 'change', 'to', 'a', 'gender', 'neutral', 'language', 'and', 'that', 'money', 'could', 'be', 'better', 'spent', 'elsewhere', 'world', 'hunger', 'for', 'example']	0	0	1
A19311	We should end mandatory retirement	against	['it', 'provides', 'more', 'jobs', 'for', 'people', 'that', 'need', 'to', 'earn', 'an', 'income', 'for', 'their', 'families', 'so', 'mandatory', 'retirement', 'is', 'a', 'good', 'idea']	1	0	1
A19314	We should abolish intellectual property rights	against	['we', 'should', 'not', 'abolish', 'intellectual', 'property', 'rights', 'because', 'it', 'protects', 'that', 'persons', 'claim', 'to', 'their', 'inventions', 'and', 'discoveries']	1	0	1
A19327	We should subsidize student loans	against	['student', 'loans', 'should', 'not', 'be', 'subsidized', 'as', 'the', 'enhanced', 'education', 'they', 'receive', 'will', 'allow', 'the', 'students', 'to', 'go', 'on', 'to', 'better', 'paying', 'jobs']	1	0	1
A19366	We should ban the use of child actors	against	['children', 'provide', 'unique', 'storytelling', 'opportunities', 'for', 'movies', 'and', 'should', 'not', 'be', 'banned', 'as', 'long', 'as', 'they', 'are', 'properly', 'raised', 'and', 'cared', 'for']	1	0	1
A19367	We should adopt an austerity regime	against	['an', 'austerity', 'regime', 'will', 'be', 'a', 'disaster', 'people', 'will', 'lose', 'jobs', 'as', 'programs', 'are', 'cut', 'and', 'this', 'could', 'lead', 'to', 'riots', 'and', 'unrest', 'as', 'it', 'did', 'in', 'greece', 'in', '2011']	0	0	1
A19372	We should limit executive compensation	against	['executive', 'compensation', 'encourages', 'them', 'to', 'work', 'for', 'their', 'pay']	1	0	1
A19379	We should end the use of economic sanctions	against	['we', 'should', 'not', 'end', 'the', 'use', 'of', 'economic', 'sanctions', 'because', 'they', 'help', 'the', 'nations', 'with', 'exports', 'and', 'imports', 'of', 'goods']	0	0	1
A19389	We should abolish intellectual property rights	against	['intellectual', 'property', 'rights', 'shouldnt', 'be', 'abolished', 'because', 'it', 'helps', 'to', 'ensure', 'the', 'originator', 'is', 'reimbursed', 'accurately', 'for', 'their', 'ideas']	1	0	1
A19405	We should ban whaling	against	['whaling', 'provides', 'jobs', 'for', 'many', 'people']	1	0	1
A19411	We should adopt an austerity regime	against	['The', 'free', 'market', 'knows', 'best', 'how', 'to', 'get', 'out', 'of', 'a', 'recession', 'Any', 'government', 'involvment', 'would', 'worsen', 'the', 'economic', 'situation']	1	0	1
A19414	We should ban whaling	against	['whaling', 'is', 'an', 'important', 'part', 'of', 'some', 'cultures', 'and', 'provides', 'jobs', 'you', 'cant', 'take', 'that', 'away', 'from', 'people', 'that', 'rely', 'on', 'it', 'just', 'because', 'you', 'dont', 'like', 'it']	0	0	1
A19444	We should ban the use of child actors	against	['it', 'is', 'right', 'and', 'proper', 'that', 'talented', 'children', 'are', 'able', 'to', 'earn', 'money', 'from', 'acting']	0	0	1
A19462	We should ban telemarketing	against	['Banning', 'telemarketing', 'will', 'create', 'job', 'losses', 'for', 'many', 'people', 'who', 'work', 'in', 'this', 'industry']	1	0	1
A19464	We should adopt an austerity regime	against	['we', 'should', 'not', 'allow', 'an', 'austerity', 'regime', 'because', 'it', 'will', 'completely', 'destroy', 'the', 'country', 'by', 'causing', 'worse', 'economic', 'demise']	0	0	1
A19486	We should abolish intellectual property rights	against	['people', 'have', 'the', 'right', 'to', 'profit', 'from', 'their', 'ideas']	1	0	1
A19492	We should ban telemarketing	against	['telemarketing', 'could', 'bring', 'worthwhile', 'products', 'to', 'the', 'attention', 'of', 'people', 'who', 'would', 'not', 'otherwise', 'be', 'aware', 'of', 'them']	1	1	1
A20007	We should limit executive compensation	against	['executive', 'compensation', 'is', 'simply', 'part', 'of', 'a', 'modern', 'remuneration', 'package', 'and', 'just', 'as', 'with', 'basic', 'salaries', 'and', 'attractive', 'compensation', 'scheme', 'is', 'needed', 'to', 'attract', 'the', 'best', 'talent', 'to', 'an', 'organisation']	1	1	1
A20011	We should adopt an austerity regime	against	['an', 'austerity', 'regime', 'has', 'never', 'been', 'shown', 'to', 'work', 'because', 'there', 'is', 'always', 'someone', 'who', 'insists', 'that', 'his', 'project', 'must', 'be', 'funded']	0	0	1
A20016	We should abolish intellectual property rights	against	['people', 'that', 'come', 'up', 'with', 'intellectual', 'property', 'should', 'have', 'the', 'right', 'to', 'it', 'and', 'not', 'have', 'to', 'share', 'it', 'with', 'others', 'if', 'they', 'dont', 'want', 'to']	1	0	1
A20029	We should ban the use of child actors	against	['providing', 'child', 'actors', 'are', 'still', 'taught', 'school', 'subjects', 'and', 'that', 'they', 'are', 'given', 'time', 'to', 'be', 'children', 'then', 'it', 'is', 'good', 'for', 'them', 'and', 'the', 'money', 'earned', 'will', 'give', 'them', 'freedom', 'as', 'adults', 'to', 'do', 'whatever', 'they', 'want']	1	0	1
A20043	We should limit executive compensation	against	['limiting', 'executive', 'compensation', 'would', 'deter', 'executives', 'from', 'doing', 'their', 'job', 'correctly']	1	0	1
A20048	We should ban telemarketing	against	['let', 'the', 'free', 'market', 'determine', 'whether', 'telemarketing', 'is', 'a', 'viable', 'option']	0	0	1
A20050	We should subsidize student loans	against	['there', 'are', 'better', 'things', 'the', 'government', 'can', 'do', 'with', 'that', 'money']	0	0	1
A20057	We should abolish zoos	against	['we', 'shouldnt', 'abolish', 'zoos', 'because', 'they', 'attract', 'visitors', 'and', 'money', 'to', 'be', 'able', 'to', 'put', 'back', 'into', 'the', 'zoo', 'for', 'animal', 'feed', 'and', 'vet', 'bills']	1	0	1
A20059	We should end mandatory retirement	against	['ending', 'mandatory', 'retirement', 'would', 'cause', 'people', 'to', 'work', 'longer', 'to', 'the', 'detriment', 'of', 'younger', 'job-seekers']	1	0	1
A20096	We should abolish intellectual property rights	against	['we', 'shouldnt', 'abolish', 'intellectual', 'property', 'rights', 'if', 'you', 'have', 'come', 'up', 'with', 'a', 'new', 'idea', 'for', 'something', 'then', 'it', 'should', 'be', 'exclusive', 'to', 'you', 'and', 'you', 'should', 'be', 'acknowledged', 'for', 'it']	1	0	1
A20127	We should subsidize space exploration	against	['in', 'times', 'of', 'austerity', 'no', 'government', 'can', 'afford', 'the', 'costly', 'exercise', 'of', 'subsidising', 'space', 'exploration']	0	0	1
A20150	We should ban telemarketing	against	['telemarketing', 'is', 'an', 'easy', 'way', 'for', 'people', 'to', 'connect', 'with', 'consumers', 'that', 'are', 'interested', 'in', 'their', 'products']	1	0	1
A20154	We should adopt an austerity regime	against	['such', 'a', 'regime', 'has', 'the', 'great', 'potential', 'to', 'be', 'abused', 'and', 'become', 'a', 'police', 'state']	0	0	1
A20180	We should ban telemarketing	against	['The', 'telemarketing', 'industry', 'is', 'huge', 'and', 'any', 'attempt', 'to', 'shut', 'it', 'down', 'will', 'cause', 'a', 'rise', 'is', 'unemployment', 'and', 'will', 'damage', 'the', 'economy']	1	0	1
A20187	We should subsidize space exploration	against	['space', 'exploration', 'is', 'an', 'extravagance', 'in', 'this', 'era', 'of', 'poverty', 'and', 'injustice', 'we', 'should', 'concentrate', 'government', 'money', 'on', 'those', 'areas', 'instead']	0	0	1
A20204	We should ban whaling	against	['whaling', 'provides', 'jobs', 'and', 'income', 'for', 'many', 'people']	0	0	1
A20223	We should ban algorithmic trading	against	['algorithmic', 'trading', 'allows', 'computers', 'to', 'make', 'predictions', 'based', 'on', 'far', 'more', 'data', 'than', 'a', 'human', 'could', 'handle', 'this', 'means', 'that', 'more', 'money', 'is', 'likely', 'to', 'be', 'made', 'for', 'share', 'holders']	1	0	1
A20226	We should subsidize student loans	against	['tax', 'payers', 'many', 'of', 'which', 'have', 'not', 'been', 'to', 'school', 'themselves', 'should', 'not', 'have', 'to', 'pay', 'for', 'any', 'elses', 'student', 'loans']	0	0	1
A20233	We should abolish intellectual property rights	against	['people', 'working', 'hard', 'to', 'invite', 'something', 'and', 'should', 'be', 'awarded', 'for', 'it']	1	0	1
A20248	We should ban factory farming	against	['factory', 'farming', 'provides', 'us', 'with', 'all', 'the', 'food', 'we', 'take', 'for', 'granted']	0	0	1
A20265	We should subsidize journalism	against	['the', 'subsidies', 'could', 'be', 'used', 'on', 'other', 'primary', 'production', 'methods', 'which', 'are', 'very', 'much', 'likely', 'to', 'help', 'boost', 'the', 'economy']	1	0	1
A20274	We should ban factory farming	against	['factory', 'farming', 'is', 'the', 'only', 'way', 'to', 'meet', 'the', 'high', 'demand', 'for', 'meat']	1	0	1
A20292	We should abolish intellectual property rights	against	['we', 'should', 'keep', 'intellectual', 'property', 'rights', 'because', 'if', 'a', 'person', 'came', 'up', 'with', 'an', 'idea', 'they', 'should', 'receive', 'credit', 'for', 'it', 'no', 'matter', 'what', 'the', 'circumstances', 'are', 'it', 'is', 'only', 'fair']	1	0	1
A20296	We should adopt an austerity regime	against	['austerity', 'regimes', 'hid', 'the', 'poor', 'and', 'dependent', 'sections', 'of', 'society', 'disproportionally', 'hard', 'and', 'they', 'are', 'those', 'least', 'able', 'to', 'withstand', 'such', 'reductions', 'in', 'spending']	0	0	1
A20311	We should abolish intellectual property rights	against	['creative', 'work', 'is', 'just', 'as', 'important', 'as', 'physical', 'work', 'and', 'authors', 'should', 'be', 'compensated']	1	0	1
A20324	We should subsidize Wikipedia	against	['there', 'is', 'not', 'a', 'bottomless', 'well', 'of', 'money', 'to', 'pay', 'for', 'everything', 'resources', 'like', 'wikipedia', 'should', 'be', 'paid', 'fr', 'by', 'advertisers', 'or', 'by', 'introducing', 'paid', 'for', 'levels', 'of', 'membership', 'to', 'have', 'access', 'to', 'the', 'whole', 'site']	0	0	1
A20373	We should ban algorithmic trading	against	['we', 'shouldnt', 'ban', 'algorithmic', 'trading', 'because', 'it', 'gets', 'more', 'done', 'than', 'using', 'single', 'instructions', 'and', 'its', 'more', 'systematic']	1	0	1
A20379	We should ban algorithmic trading	against	['Algorithmic', 'trading', 'is', 'more', 'likely', 'to', 'be', 'traceable', 'making', 'illegal', 'data', 'inputs', 'such', 'as', 'insider', 'information', 'more', 'difficult', 'to', 'use']	0	0	1
A20422	We should abolish zoos	against	['zoos', 'can', 'aid', 'conservation', 'by', 'raising', 'awareness', 'of', 'animals', 'that', 'are', 'facing', 'extinction', 'and', 'raising', 'funds', 'to', 'support', 'them', 'in', 'the', 'wild']	0	0	1
A20423	We should abolish intellectual property rights	against	['people', 'deserve', 'to', 'have', 'there', 'inventions', 'protected']	1	0	1
A20431	We should limit executive compensation	against	['executives', 'are', 'the', 'primary', 'reason', 'a', 'company', 'is', 'successful', 'or', 'not', 'their', 'pay', 'is', 'usually', 'justifiable']	1	1	1
A20442	We should subsidize space exploration	against	['we', 'should', 'not', 'subsidize', 'space', 'exploration', 'because', 'that', 'money', 'could', 'be', 'spend', 'on', 'much', 'more', 'pressing', 'matters', 'like', 'helping', 'the', 'homeless', 'and', 'research', 'into', 'cures', 'for', 'cancer']	0	0	1
A20472	We should subsidize space exploration	against	['it', 'costs', 'too', 'much', 'money', 'to', 'explor', 'space', 'it', 'could', 'be', 'used', 'elsewhere', 'to', 'benefit', 'humans']	0	1	1
